DATUM,STATIONS_ID,MESS_DATUM,QN_8,ABSF_STD,VP_STD,TF_STD,P_STD,TT_STD,RF_STD,TD_STD,eor
2023-07-29 00:00:00,4280.0,2023072900.0,3,13.7,18.3,16.4,967.9,17.0,94.4,16.1,eor
2023-07-29 01:00:00,4280.0,2023072901.0,3,13.3,17.9,16.1,967.5,16.8,93.2,15.7,eor
2023-07-29 02:00:00,4280.0,2023072902.0,3,13.3,17.7,15.8,967.6,16.3,95.6,15.6,eor
2023-07-29 03:00:00,4280.0,2023072903.0,3,12.8,17.1,15.2,966.9,15.6,96.2,15.0,eor
2023-07-29 04:00:00,4280.0,2023072904.0,3,12.8,17.1,15.3,967.0,15.9,94.4,15.0,eor
2023-07-29 05:00:00,4280.0,2023072905.0,3,13.0,17.4,16.0,966.5,17.2,88.6,15.3,eor
2023-07-29 06:00:00,4280.0,2023072906.0,3,13.5,18.2,16.7,966.5,18.0,88.1,16.0,eor
2023-07-29 07:00:00,4280.0,2023072907.0,3,13.8,18.6,16.8,966.9,17.6,92.1,16.3,eor
2023-07-29 08:00:00,4280.0,2023072908.0,3,14.0,18.9,17.2,966.6,18.4,89.3,16.6,eor
2023-07-29 09:00:00,4280.0,2023072909.0,3,13.5,18.2,17.0,966.5,18.9,83.3,16.0,eor
2023-07-29 10:00:00,4280.0,2023072910.0,3,14.1,19.0,17.3,966.9,18.3,90.4,16.7,eor
2023-07-29 11:00:00,4280.0,2023072911.0,3,14.4,19.5,18.2,966.9,20.4,81.4,17.1,eor
2023-07-29 12:00:00,4280.0,2023072912.0,3,14.1,19.2,18.4,966.5,21.5,74.6,16.8,eor
2023-07-29 13:00:00,4280.0,2023072913.0,3,14.0,19.0,18.5,966.5,22.0,71.9,16.7,eor
2023-07-29 14:00:00,4280.0,2023072914.0,3,12.9,17.6,18.1,966.3,23.0,62.7,15.5,eor
2023-07-29 15:00:00,4280.0,2023072915.0,3,11.8,16.2,17.7,966.1,24.0,54.3,14.2,eor
2023-07-29 16:00:00,4280.0,2023072916.0,3,11.7,16.0,17.6,965.8,24.0,53.6,14.0,eor
2023-07-29 17:00:00,4280.0,2023072917.0,3,11.6,15.9,17.8,966.1,24.7,51.0,13.9,eor
2023-07-29 18:00:00,4280.0,2023072918.0,3,11.4,15.6,17.4,966.3,24.1,51.9,13.6,eor
2023-07-29 19:00:00,4280.0,2023072919.0,3,11.2,15.3,16.5,966.5,21.8,58.5,13.3,eor
2023-07-29 20:00:00,4280.0,2023072920.0,3,11.9,16.1,16.0,967.1,19.2,72.3,14.1,eor
2023-07-29 21:00:00,4280.0,2023072921.0,3,12.1,16.2,15.4,967.4,17.5,81.0,14.2,eor
2023-07-29 22:00:00,4280.0,2023072922.0,3,13.0,17.4,16.0,967.6,17.3,88.0,15.3,eor
2023-07-29 23:00:00,4280.0,2023072923.0,3,13.2,17.6,16.0,967.4,17.0,90.9,15.5,eor
2023-07-30 00:00:00,4280.0,2023073000.0,3,13.4,18.0,16.2,966.9,16.9,93.2,15.8,eor
2023-07-30 01:00:00,4280.0,2023073001.0,3,13.7,18.3,16.6,967.3,17.4,92.1,16.1,eor
2023-07-30 02:00:00,4280.0,2023073002.0,3,14.0,18.8,16.8,967.3,17.3,95.1,16.5,eor
2023-07-30 03:00:00,4280.0,2023073003.0,3,13.5,18.1,16.2,967.2,16.7,95.0,15.9,eor
2023-07-30 04:00:00,4280.0,2023073004.0,3,12.9,17.3,15.6,967.6,16.2,93.8,15.2,eor
2023-07-30 05:00:00,4280.0,2023073005.0,3,12.8,17.1,15.4,967.9,16.2,92.6,15.0,eor
2023-07-30 06:00:00,4280.0,2023073006.0,3,13.0,17.4,15.8,968.4,16.8,90.9,15.3,eor
2023-07-30 07:00:00,4280.0,2023073007.0,3,13.3,17.9,16.6,968.6,18.2,85.3,15.7,eor
2023-07-30 08:00:00,4280.0,2023073008.0,3,13.2,17.7,16.7,968.8,18.7,82.2,15.6,eor
2023-07-30 09:00:00,4280.0,2023073009.0,3,13.9,18.8,17.4,968.7,19.2,84.4,16.5,eor
2023-07-30 10:00:00,4280.0,2023073010.0,3,12.9,17.5,17.1,968.6,20.1,74.4,15.4,eor
2023-07-30 11:00:00,4280.0,2023073011.0,3,13.3,17.9,16.5,969.2,17.9,87.0,15.7,eor
2023-07-30 12:00:00,4280.0,2023073012.0,3,13.8,18.8,18.1,969.3,21.1,75.0,16.5,eor
2023-07-30 13:00:00,4280.0,2023073013.0,3,11.2,15.2,16.1,969.5,20.9,61.4,13.2,eor
2023-07-30 14:00:00,4280.0,2023073014.0,3,9.9,13.5,15.7,969.2,22.4,49.7,11.4,eor
2023-07-30 15:00:00,4280.0,2023073015.0,3,9.1,12.5,14.9,969.7,21.8,47.6,10.2,eor
2023-07-30 16:00:00,4280.0,2023073016.0,3,8.9,12.1,14.9,969.9,22.4,44.7,9.8,eor
2023-07-30 17:00:00,4280.0,2023073017.0,3,8.9,12.1,14.5,970.0,21.4,47.5,9.8,eor
2023-07-30 18:00:00,4280.0,2023073018.0,3,9.0,12.1,13.9,970.8,19.8,52.4,9.8,eor
2023-07-30 19:00:00,4280.0,2023073019.0,3,9.1,12.2,13.5,971.5,18.5,57.2,9.9,eor
2023-07-30 20:00:00,4280.0,2023073020.0,3,8.8,11.8,12.8,972.0,17.3,59.7,9.4,eor
2023-07-30 21:00:00,4280.0,2023073021.0,3,8.9,11.9,12.5,972.0,16.6,62.8,9.5,eor
2023-07-30 22:00:00,4280.0,2023073022.0,3,9.0,12.0,12.1,972.1,15.4,68.3,9.6,eor
2023-07-30 23:00:00,4280.0,2023073023.0,3,8.9,11.9,11.9,972.0,15.0,69.6,9.5,eor
2023-07-31 00:00:00,4280.0,2023073100.0,3,8.9,11.9,11.7,972.0,14.6,71.4,9.5,eor
2023-07-31 01:00:00,4280.0,2023073101.0,3,8.8,11.7,11.4,971.7,14.2,72.3,9.3,eor
2023-07-31 02:00:00,4280.0,2023073102.0,3,8.8,11.7,11.4,971.5,14.1,72.8,9.3,eor
2023-07-31 03:00:00,4280.0,2023073103.0,3,8.9,11.8,11.5,971.0,14.2,72.8,9.4,eor
2023-07-31 04:00:00,4280.0,2023073104.0,3,8.8,11.7,11.4,970.9,14.0,73.3,9.3,eor
2023-07-31 05:00:00,4280.0,2023073105.0,3,9.0,11.9,11.6,970.8,14.4,72.4,9.5,eor
2023-07-31 06:00:00,4280.0,2023073106.0,3,9.2,12.3,12.4,970.7,15.6,69.3,10.0,eor
2023-07-31 07:00:00,4280.0,2023073107.0,3,9.5,12.7,13.6,970.6,18.0,61.5,10.5,eor
2023-07-31 08:00:00,4280.0,2023073108.0,3,9.4,12.7,13.9,970.8,18.9,58.1,10.5,eor
2023-07-31 09:00:00,4280.0,2023073109.0,3,9.4,12.7,14.0,970.4,19.2,57.0,10.5,eor
2023-07-31 10:00:00,4280.0,2023073110.0,3,9.5,13.0,14.9,969.9,20.9,52.4,10.8,eor
2023-07-31 11:00:00,4280.0,2023073111.0,3,9.3,12.7,14.8,969.1,21.3,50.1,10.5,eor
2023-07-31 12:00:00,4280.0,2023073112.0,3,9.4,12.8,15.1,968.6,21.9,48.6,10.6,eor
2023-07-31 13:00:00,4280.0,2023073113.0,3,9.5,13.0,15.5,968.0,22.8,46.7,10.8,eor
2023-07-31 14:00:00,4280.0,2023073114.0,3,9.2,12.6,15.3,967.3,22.6,46.0,10.4,eor
2023-07-31 15:00:00,4280.0,2023073115.0,3,9.4,12.8,15.1,967.2,21.8,48.9,10.6,eor
2023-07-31 16:00:00,4280.0,2023073116.0,3,9.7,13.2,15.4,966.6,22.0,50.0,11.1,eor
2023-07-31 17:00:00,4280.0,2023073117.0,3,9.3,12.7,15.1,966.0,21.9,48.3,10.5,eor
2023-07-31 18:00:00,4280.0,2023073118.0,3,9.5,12.9,15.1,965.9,21.7,49.5,10.7,eor
2023-07-31 19:00:00,4280.0,2023073119.0,3,9.9,13.4,15.1,965.7,21.0,53.8,11.3,eor
2023-07-31 20:00:00,4280.0,2023073120.0,3,10.2,13.9,15.1,965.5,20.2,58.5,11.8,eor
2023-07-31 21:00:00,4280.0,2023073121.0,3,11.9,16.0,15.4,965.2,17.7,78.9,14.0,eor
2023-07-31 22:00:00,4280.0,2023073122.0,3,12.4,16.5,15.2,964.7,16.5,88.0,14.5,eor
2023-07-31 23:00:00,4280.0,2023073123.0,3,12.6,16.9,15.2,963.5,16.0,92.6,14.8,eor
2023-08-01 00:00:00,4280.0,2023080100.0,3,12.4,16.5,15.0,962.4,15.8,92.0,14.5,eor
2023-08-01 01:00:00,4280.0,2023080101.0,3,11.7,15.7,14.9,961.7,16.9,81.4,13.7,eor
2023-08-01 02:00:00,4280.0,2023080102.0,3,11.7,15.7,14.8,961.1,16.7,82.5,13.7,eor
2023-08-01 03:00:00,4280.0,2023080103.0,3,12.0,16.0,14.9,960.0,16.3,86.2,14.0,eor
2023-08-01 04:00:00,4280.0,2023080104.0,3,12.1,16.2,14.9,959.9,16.0,89.1,14.2,eor
2023-08-01 05:00:00,4280.0,2023080105.0,3,12.3,16.4,15.0,959.1,15.9,90.8,14.4,eor
2023-08-01 06:00:00,4280.0,2023080106.0,3,12.4,16.5,15.2,958.8,16.3,89.1,14.5,eor
2023-08-01 07:00:00,4280.0,2023080107.0,3,12.8,17.1,15.6,959.3,16.7,89.7,15.0,eor
2023-08-01 08:00:00,4280.0,2023080108.0,3,13.0,17.4,15.7,959.1,16.4,93.2,15.3,eor
2023-08-01 09:00:00,4280.0,2023080109.0,3,12.5,16.8,15.2,959.6,16.2,90.8,14.7,eor
2023-08-01 10:00:00,4280.0,2023080110.0,3,12.5,16.6,15.1,958.9,16.1,90.8,14.6,eor
2023-08-01 11:00:00,4280.0,2023080111.0,3,12.7,17.0,15.5,958.9,16.6,89.7,14.9,eor
2023-08-01 12:00:00,4280.0,2023080112.0,3,12.6,16.9,15.8,959.1,17.6,83.6,14.8,eor
2023-08-01 13:00:00,4280.0,2023080113.0,3,11.9,16.1,16.1,958.9,19.5,71.0,14.1,eor
2023-08-01 14:00:00,4280.0,2023080114.0,3,12.0,16.1,15.0,959.5,16.6,85.2,14.1,eor
2023-08-01 15:00:00,4280.0,2023080115.0,3,11.9,16.0,15.5,959.8,17.9,77.9,14.0,eor
2023-08-01 16:00:00,4280.0,2023080116.0,3,11.5,15.5,15.8,960.1,19.7,67.4,13.5,eor
2023-08-01 17:00:00,4280.0,2023080117.0,3,9.8,13.2,14.8,960.0,20.5,54.8,11.1,eor
2023-08-01 18:00:00,4280.0,2023080118.0,3,9.5,12.9,14.4,960.4,19.9,55.4,10.7,eor
2023-08-01 19:00:00,4280.0,2023080119.0,3,10.0,13.5,13.9,961.5,17.7,66.5,11.4,eor
2023-08-01 20:00:00,4280.0,2023080120.0,3,10.4,13.9,13.5,962.7,15.9,76.6,11.8,eor
2023-08-01 21:00:00,4280.0,2023080121.0,3,10.5,14.0,13.6,963.3,15.9,77.6,12.0,eor
2023-08-01 22:00:00,4280.0,2023080122.0,3,10.2,13.6,13.0,963.4,15.3,78.0,11.5,eor
2023-08-01 23:00:00,4280.0,2023080123.0,3,10.2,13.6,13.1,963.3,15.4,77.5,11.5,eor
2023-08-02 00:00:00,4280.0,2023080200.0,3,10.2,13.5,12.8,963.6,14.7,80.6,11.4,eor
2023-08-02 01:00:00,4280.0,2023080201.0,3,10.0,13.3,12.3,963.3,13.9,83.7,11.2,eor
2023-08-02 02:00:00,4280.0,2023080202.0,3,9.6,12.7,11.6,963.0,13.0,84.8,10.5,eor
2023-08-02 03:00:00,4280.0,2023080203.0,3,9.4,12.4,11.1,962.4,12.4,85.8,10.1,eor
2023-08-02 04:00:00,4280.0,2023080204.0,3,9.6,12.7,11.4,961.9,12.6,87.0,10.5,eor
2023-08-02 05:00:00,4280.0,2023080205.0,3,9.9,13.1,12.0,961.2,13.3,85.9,11.0,eor
2023-08-02 06:00:00,4280.0,2023080206.0,3,9.9,13.2,12.9,960.8,15.4,75.5,11.1,eor
2023-08-02 07:00:00,4280.0,2023080207.0,3,9.9,13.2,13.0,960.4,15.7,74.1,11.1,eor
2023-08-02 08:00:00,4280.0,2023080208.0,3,10.6,14.1,13.3,960.2,15.0,82.8,12.1,eor
2023-08-02 09:00:00,4280.0,2023080209.0,3,11.3,15.1,14.1,959.5,15.7,84.5,13.1,eor
2023-08-02 10:00:00,4280.0,2023080210.0,3,11.6,15.5,14.6,959.0,16.5,82.4,13.5,eor
2023-08-02 11:00:00,4280.0,2023080211.0,3,12.2,16.3,14.9,958.0,16.0,89.6,14.3,eor
2023-08-02 12:00:00,4280.0,2023080212.0,3,12.5,16.8,15.4,957.1,16.5,89.1,14.7,eor
2023-08-02 13:00:00,4280.0,2023080213.0,3,12.8,17.1,15.6,956.5,16.7,89.7,15.0,eor
2023-08-02 14:00:00,4280.0,2023080214.0,3,13.2,17.7,16.2,955.8,17.3,89.7,15.6,eor
2023-08-02 15:00:00,4280.0,2023080215.0,3,14.0,18.9,17.2,955.1,18.4,89.3,16.6,eor
2023-08-02 16:00:00,4280.0,2023080216.0,3,14.6,19.7,17.7,955.0,18.7,91.0,17.2,eor
2023-08-02 17:00:00,4280.0,2023080217.0,3,15.7,21.2,18.7,953.9,19.4,93.9,18.4,eor
2023-08-02 18:00:00,4280.0,2023080218.0,3,15.5,20.9,18.7,953.5,19.8,90.5,18.2,eor
2023-08-02 19:00:00,4280.0,2023080219.0,3,15.1,20.4,18.4,954.4,19.6,89.4,17.8,eor
2023-08-02 20:00:00,4280.0,2023080220.0,3,13.1,17.6,16.4,955.4,18.1,84.8,15.5,eor
2023-08-02 21:00:00,4280.0,2023080221.0,3,13.7,18.3,16.6,956.2,17.4,92.1,16.1,eor
2023-08-02 22:00:00,4280.0,2023080222.0,3,12.7,17.0,15.6,957.0,16.8,88.6,14.9,eor
2023-08-02 23:00:00,4280.0,2023080223.0,3,12.2,16.3,14.9,957.9,16.0,89.6,14.3,eor
2023-08-03 00:00:00,4280.0,2023080300.0,3,11.8,15.8,14.7,958.0,16.2,85.7,13.8,eor
2023-08-03 01:00:00,4280.0,2023080301.0,3,11.5,15.4,14.5,958.2,16.2,83.5,13.4,eor
2023-08-03 02:00:00,4280.0,2023080302.0,3,10.9,14.6,13.9,958.1,16.0,80.2,12.6,eor
2023-08-03 03:00:00,4280.0,2023080303.0,3,10.6,14.1,13.3,958.4,15.2,81.7,12.1,eor
2023-08-03 04:00:00,4280.0,2023080304.0,3,10.0,13.4,13.1,958.7,15.7,75.1,11.3,eor
2023-08-03 05:00:00,4280.0,2023080305.0,3,9.6,12.9,13.2,959.1,16.7,67.7,10.7,eor
2023-08-03 06:00:00,4280.0,2023080306.0,3,9.6,13.0,13.7,959.5,18.0,62.7,10.8,eor
2023-08-03 07:00:00,4280.0,2023080307.0,3,9.4,12.7,13.8,959.9,18.6,59.2,10.5,eor
2023-08-03 08:00:00,4280.0,2023080308.0,3,9.4,12.6,13.8,960.4,18.8,58.1,10.4,eor
2023-08-03 09:00:00,4280.0,2023080309.0,3,8.6,11.6,13.5,960.7,19.4,51.6,9.2,eor
2023-08-03 10:00:00,4280.0,2023080310.0,3,9.2,12.5,14.6,961.4,21.1,50.0,10.3,eor
2023-08-03 11:00:00,4280.0,2023080311.0,3,9.3,12.7,15.1,961.4,21.9,48.3,10.5,eor
2023-08-03 12:00:00,4280.0,2023080312.0,3,9.1,12.5,15.1,961.7,22.4,45.9,10.2,eor
2023-08-03 13:00:00,4280.0,2023080313.0,3,9.4,12.8,15.3,962.2,22.4,47.2,10.6,eor
2023-08-03 14:00:00,4280.0,2023080314.0,3,9.5,13.0,15.4,962.5,22.5,47.5,10.8,eor
2023-08-03 15:00:00,4280.0,2023080315.0,3,9.2,12.6,15.2,962.7,22.4,46.5,10.4,eor
2023-08-03 16:00:00,4280.0,2023080316.0,3,9.6,13.1,15.4,962.7,22.3,48.4,10.9,eor
2023-08-03 17:00:00,4280.0,2023080317.0,3,9.6,13.1,15.3,962.8,22.1,49.0,10.9,eor
2023-08-03 18:00:00,4280.0,2023080318.0,3,9.4,12.7,14.7,963.2,21.1,50.7,10.5,eor
2023-08-03 19:00:00,4280.0,2023080319.0,3,9.3,12.5,13.8,964.0,18.9,57.4,10.3,eor
2023-08-03 20:00:00,4280.0,2023080320.0,3,9.6,12.9,13.4,964.5,17.4,64.7,10.7,eor
2023-08-03 21:00:00,4280.0,2023080321.0,3,9.7,13.0,12.5,965.0,15.0,75.9,10.8,eor
2023-08-03 22:00:00,4280.0,2023080322.0,3,9.7,13.0,13.1,965.3,16.3,69.9,10.8,eor
2023-08-03 23:00:00,4280.0,2023080323.0,3,9.8,13.1,13.0,965.8,16.1,71.2,10.9,eor
2023-08-04 00:00:00,4280.0,2023080400.0,3,9.8,13.1,12.7,966.2,15.3,75.0,10.9,eor
2023-08-04 01:00:00,4280.0,2023080401.0,3,9.9,13.1,12.7,966.3,15.2,76.0,11.0,eor
2023-08-04 02:00:00,4280.0,2023080402.0,3,9.6,12.6,11.4,966.3,12.7,85.9,10.4,eor
2023-08-04 03:00:00,4280.0,2023080403.0,3,9.9,13.1,11.7,966.1,12.8,88.2,10.9,eor
2023-08-04 04:00:00,4280.0,2023080404.0,3,10.0,13.1,11.6,966.5,12.5,90.6,11.0,eor
2023-08-04 05:00:00,4280.0,2023080405.0,3,10.1,13.3,11.7,967.0,12.4,92.4,11.2,eor
2023-08-04 06:00:00,4280.0,2023080406.0,3,10.2,13.6,12.5,967.1,14.0,84.9,11.5,eor
2023-08-04 07:00:00,4280.0,2023080407.0,3,10.1,13.5,12.9,967.4,15.2,78.0,11.4,eor
2023-08-04 08:00:00,4280.0,2023080408.0,3,10.3,13.9,14.6,967.5,18.9,63.4,11.8,eor
2023-08-04 09:00:00,4280.0,2023080409.0,3,9.5,12.9,14.2,967.4,19.4,57.1,10.7,eor
2023-08-04 10:00:00,4280.0,2023080410.0,3,9.8,13.2,14.8,967.3,20.4,55.1,11.1,eor
2023-08-04 11:00:00,4280.0,2023080411.0,3,9.7,13.1,14.5,966.9,19.8,56.8,11.0,eor
2023-08-04 12:00:00,4280.0,2023080412.0,3,10.1,13.7,15.2,967.6,20.7,55.9,11.6,eor
2023-08-04 13:00:00,4280.0,2023080413.0,3,9.6,13.0,14.6,967.4,20.3,54.4,10.8,eor
2023-08-04 14:00:00,4280.0,2023080414.0,3,10.8,14.6,15.5,967.7,20.1,62.0,12.6,eor
2023-08-04 15:00:00,4280.0,2023080415.0,3,10.4,14.0,15.2,967.7,20.1,59.6,12.0,eor
2023-08-04 16:00:00,4280.0,2023080416.0,3,12.2,16.4,15.9,967.6,18.5,77.0,14.4,eor
2023-08-04 17:00:00,4280.0,2023080417.0,3,12.8,17.2,16.1,968.0,17.8,84.2,15.1,eor
2023-08-04 18:00:00,4280.0,2023080418.0,3,13.2,17.6,15.9,968.7,16.5,93.8,15.5,eor
2023-08-04 19:00:00,4280.0,2023080419.0,3,12.9,17.3,15.5,969.2,16.1,94.4,15.2,eor
2023-08-04 20:00:00,4280.0,2023080420.0,3,11.6,15.5,14.1,969.9,15.1,90.2,13.5,eor
2023-08-04 21:00:00,4280.0,2023080421.0,3,11.7,15.5,13.9,969.4,14.5,93.7,13.5,eor
2023-08-04 22:00:00,4280.0,2023080422.0,3,11.5,15.3,13.7,970.1,14.3,93.7,13.3,eor
2023-08-04 23:00:00,4280.0,2023080423.0,3,11.4,15.1,13.4,970.1,13.9,94.9,13.1,eor
2023-08-05 00:00:00,4280.0,2023080500.0,3,11.3,15.0,13.3,969.9,13.9,94.3,13.0,eor
2023-08-05 01:00:00,4280.0,2023080501.0,3,11.5,15.2,13.5,969.5,14.1,94.3,13.2,eor
2023-08-05 02:00:00,4280.0,2023080502.0,3,11.5,15.3,13.6,969.3,14.2,94.3,13.3,eor
2023-08-05 03:00:00,4280.0,2023080503.0,3,11.5,15.2,13.5,968.9,14.0,94.9,13.2,eor
2023-08-05 04:00:00,4280.0,2023080504.0,3,11.4,15.1,13.5,969.5,14.1,93.7,13.1,eor
2023-08-05 05:00:00,4280.0,2023080505.0,3,11.5,15.2,13.5,969.3,14.1,94.3,13.2,eor
2023-08-05 06:00:00,4280.0,2023080506.0,3,11.6,15.4,13.8,969.2,14.5,93.1,13.4,eor
2023-08-05 07:00:00,4280.0,2023080507.0,3,11.5,15.3,14.0,969.5,15.0,89.6,13.3,eor
2023-08-05 08:00:00,4280.0,2023080508.0,3,11.0,14.6,13.7,969.5,15.5,82.8,12.6,eor
2023-08-05 09:00:00,4280.0,2023080509.0,3,11.4,15.3,14.7,969.2,16.9,79.3,13.3,eor
2023-08-05 10:00:00,4280.0,2023080510.0,3,11.3,15.2,15.0,969.1,18.0,73.5,13.2,eor
2023-08-05 11:00:00,4280.0,2023080511.0,3,11.5,15.5,15.6,968.6,19.1,70.0,13.5,eor
2023-08-05 12:00:00,4280.0,2023080512.0,3,11.0,14.8,15.3,967.8,19.2,66.4,12.8,eor
2023-08-05 13:00:00,4280.0,2023080513.0,3,10.8,14.6,15.5,967.2,20.2,61.6,12.6,eor
2023-08-05 14:00:00,4280.0,2023080514.0,3,10.6,14.4,15.4,967.0,20.1,61.2,12.4,eor
2023-08-05 15:00:00,4280.0,2023080515.0,3,10.0,13.6,14.9,966.6,20.2,57.3,11.5,eor
2023-08-05 16:00:00,4280.0,2023080516.0,3,9.9,13.4,14.9,966.3,20.3,56.2,11.3,eor
2023-08-05 17:00:00,4280.0,2023080517.0,3,10.2,13.9,15.0,965.8,20.0,59.2,11.8,eor
2023-08-05 18:00:00,4280.0,2023080518.0,3,10.8,14.6,15.2,965.5,19.3,65.2,12.6,eor
2023-08-05 19:00:00,4280.0,2023080519.0,3,11.6,15.6,15.1,965.5,17.6,77.4,13.6,eor
2023-08-05 20:00:00,4280.0,2023080520.0,3,11.3,15.2,14.7,965.4,17.1,77.8,13.2,eor
2023-08-05 21:00:00,4280.0,2023080521.0,3,11.7,15.7,14.8,965.0,16.5,83.5,13.7,eor
2023-08-05 22:00:00,4280.0,2023080522.0,3,11.5,15.4,14.5,964.6,16.4,82.4,13.4,eor
2023-08-05 23:00:00,4280.0,2023080523.0,3,11.1,14.7,13.3,964.6,14.3,90.1,12.7,eor
2023-08-06 00:00:00,4280.0,2023080600.0,3,11.3,15.0,13.2,964.5,13.6,96.2,13.0,eor
2023-08-06 01:00:00,4280.0,2023080601.0,3,11.2,14.9,13.2,964.0,13.7,94.9,12.9,eor
2023-08-06 02:00:00,4280.0,2023080602.0,3,11.2,14.8,13.1,963.8,13.6,94.9,12.8,eor
2023-08-06 03:00:00,4280.0,2023080603.0,3,11.0,14.5,12.8,963.4,13.3,94.9,12.5,eor
2023-08-06 04:00:00,4280.0,2023080604.0,3,10.5,13.9,12.2,962.9,12.7,94.2,11.8,eor
2023-08-06 05:00:00,4280.0,2023080605.0,3,10.2,13.4,11.6,962.6,12.0,95.5,11.3,eor
2023-08-06 06:00:00,4280.0,2023080606.0,3,10.9,14.5,13.1,962.6,14.0,90.7,12.5,eor
2023-08-06 07:00:00,4280.0,2023080607.0,3,11.2,14.9,13.6,962.4,14.6,89.5,12.9,eor
2023-08-06 08:00:00,4280.0,2023080608.0,3,11.2,14.9,14.0,962.3,15.7,83.4,12.9,eor
2023-08-06 09:00:00,4280.0,2023080609.0,3,10.8,14.3,13.1,962.2,14.3,87.8,12.3,eor
2023-08-06 10:00:00,4280.0,2023080610.0,3,11.0,14.5,13.0,962.4,13.8,91.9,12.5,eor
2023-08-06 11:00:00,4280.0,2023080611.0,3,11.8,15.8,14.5,962.0,15.7,88.5,13.8,eor
2023-08-06 12:00:00,4280.0,2023080612.0,3,10.4,13.9,13.7,961.7,16.6,73.3,11.8,eor
2023-08-06 13:00:00,4280.0,2023080613.0,3,10.9,14.5,13.7,962.0,15.6,81.8,12.5,eor
2023-08-06 14:00:00,4280.0,2023080614.0,3,9.9,13.2,12.8,962.3,15.1,77.0,11.1,eor
2023-08-06 15:00:00,4280.0,2023080615.0,3,10.1,13.4,12.2,963.1,13.5,86.5,11.3,eor
2023-08-06 16:00:00,4280.0,2023080616.0,3,10.0,13.2,12.3,963.9,14.1,82.1,11.1,eor
2023-08-06 17:00:00,4280.0,2023080617.0,3,10.0,13.2,12.2,964.4,13.8,83.7,11.1,eor
2023-08-06 18:00:00,4280.0,2023080618.0,3,9.7,12.8,11.8,964.8,13.5,82.6,10.6,eor
2023-08-06 19:00:00,4280.0,2023080619.0,3,9.5,12.5,11.5,965.2,13.2,82.5,10.3,eor
2023-08-06 20:00:00,4280.0,2023080620.0,3,9.8,13.0,11.4,965.5,12.3,90.5,10.8,eor
2023-08-06 21:00:00,4280.0,2023080621.0,3,9.9,13.1,11.4,965.6,12.0,93.0,10.9,eor
2023-08-06 22:00:00,4280.0,2023080622.0,3,9.6,12.6,11.0,965.9,11.7,91.7,10.4,eor
2023-08-06 23:00:00,4280.0,2023080623.0,3,9.5,12.5,10.8,965.6,11.5,91.7,10.2,eor
2023-08-07 00:00:00,4280.0,2023080700.0,3,9.4,12.3,10.6,965.6,11.3,91.7,10.0,eor
2023-08-07 01:00:00,4280.0,2023080701.0,3,9.3,12.2,10.4,965.6,11.0,92.9,9.9,eor
2023-08-07 02:00:00,4280.0,2023080702.0,3,9.2,12.0,10.2,966.0,10.9,92.3,9.7,eor
2023-08-07 03:00:00,4280.0,2023080703.0,3,9.1,12.0,10.1,966.6,10.7,92.9,9.6,eor
2023-08-07 04:00:00,4280.0,2023080704.0,3,8.9,11.7,9.9,967.1,10.6,91.6,9.3,eor
2023-08-07 05:00:00,4280.0,2023080705.0,3,9.0,11.7,9.7,967.7,10.3,93.5,9.3,eor
2023-08-07 06:00:00,4280.0,2023080706.0,3,8.8,11.6,9.6,968.2,10.3,92.2,9.1,eor
2023-08-07 07:00:00,4280.0,2023080707.0,3,8.8,11.5,9.6,968.6,10.4,91.0,9.0,eor
2023-08-07 08:00:00,4280.0,2023080708.0,3,8.8,11.6,9.8,969.3,10.6,90.4,9.1,eor
2023-08-07 09:00:00,4280.0,2023080709.0,3,8.9,11.6,10.0,970.1,11.1,88.0,9.2,eor
2023-08-07 10:00:00,4280.0,2023080710.0,3,9.1,11.9,10.2,970.6,11.0,90.4,9.5,eor
2023-08-07 11:00:00,4280.0,2023080711.0,3,9.4,12.4,11.1,970.9,12.3,86.4,10.1,eor
2023-08-07 12:00:00,4280.0,2023080712.0,3,9.0,11.9,10.8,971.1,12.5,81.9,9.5,eor
2023-08-07 13:00:00,4280.0,2023080713.0,3,9.2,12.2,11.2,971.5,12.8,82.5,9.9,eor
2023-08-07 14:00:00,4280.0,2023080714.0,3,9.4,12.4,10.9,972.1,12.0,88.1,10.1,eor
2023-08-07 15:00:00,4280.0,2023080715.0,3,8.9,11.8,11.0,972.6,13.0,78.7,9.4,eor
2023-08-07 16:00:00,4280.0,2023080716.0,3,8.5,11.3,10.7,972.7,13.2,74.1,8.7,eor
2023-08-07 17:00:00,4280.0,2023080717.0,3,8.7,11.5,11.2,972.7,14.0,71.8,9.0,eor
2023-08-07 18:00:00,4280.0,2023080718.0,3,8.6,11.5,11.4,972.7,14.6,69.1,9.0,eor
2023-08-07 19:00:00,4280.0,2023080719.0,3,8.8,11.6,11.0,972.9,13.2,76.7,9.2,eor
2023-08-07 20:00:00,4280.0,2023080720.0,3,8.8,11.6,10.5,973.1,12.1,82.4,9.2,eor
2023-08-07 21:00:00,4280.0,2023080721.0,3,8.7,11.4,10.1,973.2,11.6,83.5,8.9,eor
2023-08-07 22:00:00,4280.0,2023080722.0,3,8.4,11.0,9.7,973.0,11.2,82.8,8.4,eor
2023-08-07 23:00:00,4280.0,2023080723.0,3,8.2,10.8,9.4,972.8,11.0,82.3,8.1,eor
